wl,GL,G,BL,B,YL,Y,C,bkg
256.09,98.193,60.843,-17.514,-12.429,71.086,175.333,230.612,392.308
256.3,68.776,51.899,-22.069,-55.172,58.3,162.192,254.401,263.793
256.5,82.743,46.903,115.385,446.154,53.72,122.2,228.809,323.097
256.71,48.858,20.091,-41.667,820.833,42.165,94.236,204.501,332.199
256.92,14.833,-39.234,23.616,112.177,37.473,75.485,207.188,279.281
257.13,4.578,-27.711,26.786,103.316,37.664,51.321,187.318,212
257.34,-18.29,-26.243,29.808,64.103,36.686,49.683,160.752,183.403
257.55,-13.056,-14.392,22.7,45,34.273,47.093,149.131,198.321
257.76,-23.415,-16.098,19.321,30.642,31.88,34.325,127.121,160.881
257.97,-7.143,-3.401,9.685,25.91,30.147,32.351,112.006,148.148
258.17,-9.965,6.219,9.843,27.312,24.132,29.894,108.339,125.07
258.38,-8.441,6.83,15.537,28.477,21.049,26.146,96.375,112.393
258.59,-2.47,8.485,13.68,26.442,16.209,22.024,86.11,96.042
258.8,-6.637,5.489,10.797,24.884,16.319,16.823,80.671,89.09
259.01,-3.602,7.034,11.948,22.454,13.296,13.887,71.251,82.632
259.22,2.771,8.622,10.428,19.841,8.881,7.527,69.217,77.264
259.43,7.755,12.597,8.342,17.996,6.703,2.406,65.784,63.547
259.64,8.997,11.093,5.554,14.836,6.531,-0.378,58.204,57.551
259.84,11.042,10.57,2.26,11.13,5.443,-2.276,54.789,54.916
260.05,10.573,6.237,3.979,9.836,3.668,-3.263,49.083,53.677
260.26,10.705,7.829,2.931,9.6,0.673,-5.329,48.124,55.096
260.47,10.866,8.408,2.102,8.486,-2.321,-7.927,43.845,50.339
260.68,11.039,6.511,0.248,4.128,-1.256,-9.07,37.192,48.947
260.89,10.56,6.008,-0.258,2.637,-3.199,-9.931,33.628,48.658
261.1,9.824,6.804,-0.788,2.31,-5.515,-13.808,33.342,44.823
261.31,11.177,6.35,-3.275,1,-6.493,-14.709,30.899,42.111
261.51,11.447,5.623,-2.713,-0.761,-9.048,-11.6,28.311,39.047
261.72,11.37,6.406,-3.595,-1.798,-10.341,-13.958,28.663,40.539
261.93,12.104,8.185,-4.079,-4.537,-11.793,-15.07,27.196,36.281
262.14,13.255,8.386,-6.02,-5.793,-10.795,-13.339,26.457,36.185
262.35,11.707,6.634,-7.407,-7.227,-13.534,-19.033,27.232,34.963
262.56,11.45,5.997,-7.991,-8.504,-13.962,-20.179,27.234,34.153
262.77,10.448,4.111,-8.645,-8.014,-16.485,-22.722,29.594,33.268
262.98,8.275,3.861,-9.447,-9.115,-15.958,-20.29,27.619,31.909
263.18,8.071,3.663,-9.806,-10.042,-16.736,-20.021,25.595,31.23
263.39,6.723,3.201,-10.397,-9.55,-15.375,-20.118,26.591,31.934
263.6,6.586,2.376,-12.332,-8.761,-15.618,-21.397,27.286,31.401
263.81,6.446,2.354,-9.516,-6.112,-15.859,-18.53,25.499,32.577
264.02,5.814,3.219,-8.995,-7.562,-18.451,-19.098,25.929,32.884
264.23,6.599,3.422,-7.789,-7.138,-17.722,-18.093,27.755,31.402
264.44,6.508,3.315,-7.112,-7.029,-16.747,-16.629,27.084,33.093
264.64,6.525,3.101,-7.507,-8.79,-18.788,-16.616,27.358,31.639
264.85,5.686,3.18,-6.611,-8.254,-19.357,-18.643,28.501,31.551
265.06,4.224,3.465,-5.61,-7.054,-21.827,-19.865,29.847,30.182
265.27,2.466,3.073,-4.849,-7.508,-23.054,-22.054,28.028,28.358
265.48,3.179,3.021,-3.818,-6.444,-24.558,-21.39,27.309,28.305
265.69,2.034,3.438,-2.479,-6.12,-23.428,-20.746,26.696,28.451
265.9,2.108,3.005,-3.598,-4.858,-23.612,-22.285,26.21,30.91
266.1,2.188,2.648,-3.056,-4.33,-24.301,-22.129,26.024,28.35
266.31,0.64,0.86,-3.269,-2.566,-24.854,-22.203,25.771,26.401
266.52,-0.033,0.9,-2.047,-2.184,-25.593,-23.224,25.307,26.565
266.73,1.003,1.748,-2.525,-3.175,-27.243,-22.749,24.46,26.81
266.94,0.287,1.042,-1.597,-2.924,-25.247,-22.874,22.933,25.354
267.15,1.908,3.017,-1.544,-4.267,-24.374,-22.35,21.45,24.399
267.35,2.711,3.057,-1.579,-3.717,-21.611,-19.722,22.166,24.895
267.56,3.091,3.688,-1.538,-3.951,-21.35,-18.624,22.897,24.427
267.77,3.168,4.757,-2.348,-4.551,-21.318,-17.458,21.05,22.6
267.98,3.016,5.204,-1.449,-4.471,-20.955,-17.658,19.474,20.54
268.19,2.394,4.437,-2.466,-5.695,-20.494,-17.618,19.396,19.717
268.4,2.178,3.841,-1.59,-5.2,-19.249,-17.021,20.085,19.412
268.61,1.568,3.012,-2.249,-5.382,-18.402,-16.58,19.123,18.169
268.81,1.914,3.628,-3.05,-5.581,-18.354,-17.096,19.895,16.85
269.02,1.238,4.049,-2.885,-5.604,-17.102,-16.46,17.534,15.845
269.23,2.401,4.173,-3.354,-6.077,-15.811,-15.178,17.344,14.777
269.44,3.383,4.529,-2.99,-5.646,-13.632,-13.38,16.831,15.278
269.65,4.201,5.33,-3.893,-5.478,-13.702,-12.884,16.737,14.415
269.86,3.77,4.655,-4.398,-6.106,-13.467,-12.998,16.775,13.195
270.06,3.722,4.301,-5.149,-6.159,-14.07,-13.172,16.476,13.27
270.27,2.617,4.255,-4.853,-6.19,-13.186,-12.16,15.086,12.68
270.48,2.495,3.769,-5.093,-5.922,-12.603,-12.03,15.698,13.437
270.69,3.053,4.227,-4.423,-5.788,-11.385,-10.787,14.835,14.004
270.9,3.038,3.221,-4.14,-5.93,-12.104,-12.023,14.968,13.067
271.11,2.642,3.01,-4.306,-5.158,-10.633,-11.678,15.689,13.472
271.31,3.998,2.881,-5.33,-5.722,-11.258,-11.512,15.309,14.402
271.52,2.68,1.977,-5.079,-5.37,-10.556,-9.287,14.741,15.053
271.73,2.468,1.981,-4.612,-4.856,-11.969,-10.783,14.953,15.514
271.94,2.169,1.813,-4.753,-4.932,-12.858,-12.138,14.682,15.264
272.15,1.823,1.388,-4.728,-5.152,-12.762,-12.472,15.364,15.03
272.35,1.406,0.418,-5.007,-4.868,-12.801,-10.874,15.508,16.745
272.56,1.952,0.66,-4.674,-4.941,-12.966,-11.648,15.579,16.634
272.77,2.127,1.036,-4.908,-5.019,-13.443,-12.054,14.75,16.279
272.98,2.476,1.183,-4.52,-5.111,-14.666,-12.911,13.367,17.155
273.19,1.762,0.594,-3.831,-5.66,-14.165,-13.238,12.373,16.629
273.4,2.094,0.494,-3.861,-5.295,-13.842,-12.461,13.929,16.931
273.6,2.109,0.404,-4.018,-5.042,-14.129,-12.617,13.173,17.438
273.81,1.773,0.351,-4.539,-5.614,-15.246,-14.48,12.929,17.504
274.02,0.739,-0.328,-4.298,-5.578,-15.093,-14.279,13.047,19.532
274.23,0.754,0.166,-3.869,-4.515,-14.26,-14.169,12.866,19.857
274.44,1.157,-0.482,-3.441,-4.181,-14.617,-14.953,12.376,19.561
274.65,1.511,0.425,-3.552,-4.531,-14.56,-15.233,13.393,17.9
274.85,2.448,0.934,-3.051,-4.265,-13.992,-14.175,11.834,18.43
275.06,1.929,1.044,-3.091,-4.7,-14.178,-15.02,12.327,17.799
275.27,2.022,2.181,-3.202,-4.749,-12.097,-12.998,12.043,18.994
275.48,2.151,1.976,-1.841,-4.078,-12.149,-12.662,11.309,18.526
275.69,1.686,2.74,-1.237,-3.526,-12.154,-12.735,11.92,17.619
275.89,1.566,2.299,-1.805,-3.27,-12.293,-13.413,12.928,15.893
276.1,2.527,3.116,-2.083,-3.694,-11.882,-13.75,12.799,15.189
276.31,1.87,2.271,-2.311,-4.395,-10.425,-12.355,12.819,14.709
276.52,2.414,3.176,-1.212,-3.819,-10.83,-12.517,12.086,15.523
276.73,2.275,4.357,-1.097,-4.403,-11.288,-13.016,12.025,14.802
276.93,2.117,4.149,-1.081,-3.672,-11.737,-13.184,12.38,14.453
277.14,2.136,3.822,-0.785,-3.87,-12.297,-14.404,12.477,14.235
277.35,2.406,4.008,-0.372,-3.272,-10.485,-13.026,13.053,13.911
277.56,3.218,5.017,-0.494,-2.041,-10.793,-12.692,13.467,14.303
277.77,2.676,4.875,-0.039,-1.633,-11.065,-13.961,12.93,13.975
277.97,2.891,5.245,0.354,-1.463,-11.286,-14.296,14.02,14.128
278.18,3.091,4.385,0.574,-0.698,-11.845,-13.358,14.621,13.507
278.39,4.086,4.837,0.801,-0.312,-10.988,-13.577,15.128,12.908
278.6,4.245,4.935,0.868,-1.114,-10.325,-12.546,14.46,12.804
278.81,4.04,5.469,1.229,-0.547,-10.314,-12.204,14.696,12.183
279.01,5.45,5.943,1.336,-0.965,-10.44,-12.099,14.454,13.073
279.22,4.573,5.498,0.333,-0.959,-10.072,-13.568,14.624,13.009
279.43,4.4,5.71,0.677,-0.316,-10.759,-13.444,14.977,13.605
279.64,4.013,5.366,-0.22,-0.755,-12.292,-14.114,15.276,12.643
279.85,4.115,5.371,-1.221,-2.266,-12.531,-14.587,15.335,12.535
280.05,3.813,5.121,-1.095,-1.805,-12.164,-15.027,15.066,12.643
280.26,4.326,4.827,-1.016,-2.083,-11.693,-15.497,14.335,13.714
280.47,3.774,4.475,-0.614,-1.768,-12.578,-16.291,13.936,13.77
280.68,4.262,4.863,-1.111,-1.743,-12.568,-16.685,14.016,13.503
280.89,3.208,2.824,-2.388,-2.091,-12.358,-16.826,14.41,12.414
281.09,3.773,2.697,-2.11,-1.511,-12.669,-17.945,14.27,11.521
281.3,3.399,3.166,-2.72,-1.399,-13.22,-17.766,13.746,11.945
281.51,3.013,3.51,-2.616,-1.331,-11.49,-16.372,14.354,12.33
281.72,2.22,2.983,-2.656,-1.233,-11.534,-16.436,14.872,12.673
281.93,2.821,2.692,-2.591,-1.781,-12.877,-16.808,14.523,11.759
282.13,3.56,3.391,-2.925,-2.087,-13.133,-16.507,15.043,11.44
282.34,3.401,3.022,-2.757,-2.002,-12.916,-16.265,14.903,11.472
282.55,3.217,3.354,-3.295,-2.321,-12.491,-16.62,14.399,11.981
282.76,2.859,2.513,-3.558,-2.339,-12.564,-15.501,13.57,11.57
282.96,2.92,2.487,-3.062,-1.924,-13.027,-16.107,13.349,10.655
283.17,2.996,2.831,-4.276,-2.854,-12.886,-16.007,13.892,11.651
283.38,1.94,1.889,-3.8,-2.069,-12.792,-15.487,14.514,12.093
283.59,2.027,1.589,-3.332,-2.08,-12.698,-14.978,14.04,12.288
283.8,2.423,1.071,-4.051,-2.815,-12.515,-14.778,12.882,12.939
284,3.159,0.97,-3.72,-1.863,-12.803,-15.211,12.788,12.922
284.21,3,0.676,-3.661,-1.902,-12.831,-15.379,12.683,12.759
284.42,3.057,0.355,-4.017,-2.798,-12.854,-14.991,12.322,12.248
284.63,3.386,0.934,-4.263,-3.039,-13.247,-14.525,12.501,11.551
284.83,2.896,0.203,-4.6,-3.174,-11.626,-12.339,12.276,11.728
285.04,3.138,0.413,-4.495,-2.834,-12.033,-12.218,12.469,12.514
285.25,3.482,0.992,-4.164,-3.425,-12.151,-11.979,12.151,12.877
285.46,2.783,0.485,-3.178,-3.417,-11.912,-11.526,12.199,13.063
285.67,2.736,0.021,-2.982,-3.478,-11.125,-10.985,12.226,12.942
285.87,3.223,0.057,-3.545,-3.42,-12.155,-11.393,11.828,12.935
286.08,3.169,0.082,-3.478,-3.469,-12.611,-11.457,11.659,12.172
286.29,1.98,-0.422,-3.92,-3.91,-11.489,-10.906,12.346,12.907
286.5,1.954,-0.41,-3.236,-3.702,-11.148,-11.119,11.362,13.005
286.7,1.778,-0.397,-3.704,-4.042,-10.911,-11.001,10.545,13.161
286.91,1.946,-0.13,-3.152,-4.078,-10.899,-10.548,10.636,13.186
287.12,2.067,0.419,-3.082,-4.289,-10.763,-10.929,10.555,12.841
287.33,1.708,0.224,-3.69,-4.405,-10.355,-10.526,10.147,13.22
287.53,1.929,0.428,-2.647,-3.973,-10.256,-10.481,9.518,12.793
287.74,2.245,0.783,-3.004,-4.142,-10.699,-11.348,9.501,12.23
287.95,2.282,1.668,-2.648,-4.035,-11.092,-11.442,9.37,11.679
288.16,1.702,1.625,-2.493,-3.463,-10.829,-11.425,10.58,10.889
288.37,1.326,2.073,-2.343,-3.705,-10.377,-10.861,11.371,10.859
288.57,1.416,2.655,-2.343,-3.341,-9.909,-10.073,10.924,10.797
288.78,1.319,2.456,-2.316,-2.755,-10.393,-10.795,10.594,11.198
288.99,1.365,2.859,-1.532,-2.645,-10.741,-11.419,10.906,11.045
289.2,1.472,3.03,-1.66,-2.858,-11.566,-12.478,11.465,10.79
289.4,0.899,2.682,-1.211,-2.576,-10.788,-11.789,11.249,10.08
289.61,0.439,2.311,-0.871,-1.924,-9.781,-11.513,11.548,10.215
289.82,0.901,2.144,-1.774,-1.881,-9.517,-11.647,11.173,10.681
290.03,0.619,2.236,-1.47,-1.625,-9.64,-11.545,11.446,10.696
290.23,0.886,1.982,-1.63,-1.63,-9.673,-11.351,11.461,10.355
290.44,0.971,2.157,-1.485,-1.423,-9.657,-11.102,11.064,10.523
290.65,1.771,2.551,-0.919,-0.764,-10.196,-11.372,10.638,10.489
290.86,1.033,1.752,-1.404,-1.07,-10.276,-11.475,10.847,10.534
291.06,1.084,1.801,-1.508,-0.881,-10.362,-11.496,10.985,9.85
291.27,0.896,1.884,-1.391,-0.878,-10.013,-11.183,10.875,9.388
291.48,0.64,1.513,-1.575,-0.996,-10.239,-11.552,11.008,9.541
291.69,0.141,1.202,-1.201,-0.934,-10.43,-11.457,11.908,10.083
291.89,-0.029,1.147,-1.282,-1.09,-10.273,-10.771,11.45,10.096
292.1,-0.422,0.687,-1.029,-0.998,-10.038,-10.076,10.564,10.288
292.31,-0.47,0.308,-1.108,-1.063,-10.545,-9.798,10.917,10.19
292.52,-0.256,0.32,-1.185,-1.336,-11.127,-10.404,10.141,10.524
292.72,-0.226,0.27,-1.312,-1.034,-10.934,-10.301,9.086,10.046
292.93,-0.72,-0.156,-0.94,-0.711,-10.913,-10.23,8.906,9.836
293.14,-0.406,0.44,-0.782,-0.756,-10.238,-9.206,8.989,9.694
293.35,-0.474,-0.024,-1.132,-0.425,-9.598,-8.629,8.157,9.932
293.55,-0.675,-0.189,-1.036,-0.478,-8.895,-8.015,7.949,9.647
293.76,-0.819,-0.065,-0.688,-0.271,-9.148,-8.54,7.417,9.41
293.97,-0.133,0.755,-0.874,-0.295,-9.958,-8.783,7.185,10.094
294.17,-0.51,0.6,-0.817,-0.364,-9.51,-8.46,7.521,9.341
294.38,-0.539,0.424,-0.981,-0.434,-8.704,-8.444,7.431,9.042
294.59,-0.556,1.287,-0.653,-0.386,-8.164,-8.039,6.98,8.568
294.8,-0.519,1.371,-1.049,-0.681,-8.393,-8.591,6.575,8.474
295,-1.033,1.328,-1.287,-0.902,-8.352,-9.216,6.478,7.886
295.21,-0.856,1.732,-1.271,-0.498,-8.192,-9.176,6.5,8.406
295.42,-0.806,1.84,-0.865,-0.285,-8.483,-9.437,6.178,9.084
295.63,-0.867,1.503,-1.304,-0.455,-8.308,-9.456,5.863,9.168
295.83,-0.687,1.858,-1.13,-0.636,-8.322,-9.369,6.177,9.23
296.04,-0.359,2.362,-1.342,-0.922,-8.252,-9.492,5.979,9.37
296.25,-0.379,2.499,-1.341,-0.97,-7.95,-9.716,7.027,9.369
296.46,0.012,2.825,-1.559,-1.097,-7.615,-9.888,7.485,9.239
296.66,0.26,2.892,-2.009,-1.27,-7.556,-10.465,7.669,9.251
296.87,0.479,2.721,-1.675,-1.142,-7.184,-10.106,7.704,8.985
297.08,0.449,2.496,-1.666,-1.714,-7.16,-10.211,8.267,9.482
297.28,0.781,2.418,-1.716,-1.845,-7.208,-10.671,8.135,9.589
297.49,0.493,2.207,-2.078,-2.052,-7.374,-10.726,7.833,9.566
297.7,0.234,2.351,-2.18,-2.165,-8.056,-11.062,8.07,10.343
297.91,0.51,2.518,-1.976,-1.88,-8.574,-11.582,7.912,10.772
298.11,1.088,2.905,-2.476,-1.919,-8.752,-11.221,8.432,11.217
298.32,0.906,2.781,-2.632,-1.921,-8.305,-10.807,8.095,10.958
298.53,1.272,3.093,-2.441,-2.276,-8.319,-10.69,8.051,11.418
298.73,1.657,3.392,-2.355,-2.31,-8.988,-10.765,7.77,11.123
298.94,1.423,2.476,-1.925,-2.157,-9.258,-10.896,7.613,11.817
299.15,1.634,2.477,-2.09,-2.628,-8.923,-10.776,7.99,11.621
299.36,2.099,2.224,-2.106,-2.297,-8.542,-10.075,8.108,12.18
299.56,1.976,1.833,-2.114,-2.82,-8.063,-9.355,8.603,11.917
299.77,1.791,1.771,-2.464,-3.175,-7.633,-9.043,9,11.668
299.98,2.155,1.785,-2.654,-3.155,-7.936,-9.197,8.739,11.758
300.18,2.117,1.414,-2.663,-3.005,-7.343,-8.873,8.26,11.431
300.39,2.139,1.31,-2.417,-2.752,-7.311,-9.024,8.281,11.558
300.6,2.262,1.171,-2.598,-2.797,-7.785,-9.289,8.025,11.754
300.81,2.169,1.261,-2.396,-2.736,-7.678,-9.509,7.42,11.8
301.01,1.704,0.892,-2.071,-2.826,-6.999,-8.518,7.319,12.082
301.22,1.968,1.375,-2.235,-3.044,-7.008,-8.257,7.515,12.203
301.43,2.297,0.908,-1.926,-2.572,-6.501,-7.783,7.083,12.257
301.63,2.187,0.98,-2.015,-2.547,-6.658,-7.766,7.354,12.455
301.84,1.528,0.748,-1.503,-2.077,-6.782,-7.837,7.92,12.603
302.05,1.893,0.286,-1.285,-2.282,-6.651,-7.922,7.972,12.446
302.26,1.91,0.148,-1.866,-2.697,-6.212,-7.674,8.365,12.537
302.46,1.588,-0.568,-1.95,-2.929,-6.581,-8.329,8.178,12.157
302.67,2.166,-0.266,-1.687,-2.521,-6.567,-9.128,8.621,11.936
302.88,1.898,-0.434,-1.841,-2.463,-7.313,-9.499,9.069,11.583
303.08,1.878,-0.725,-2.196,-2.81,-7.044,-10.087,9.59,12.102
303.29,1.521,-0.475,-2.381,-2.534,-7.021,-9.648,9.685,11.657
303.5,1.368,-0.504,-1.942,-1.97,-7.395,-10.006,9.959,11.982
303.7,1.219,-0.445,-2.093,-2.11,-7.803,-10.164,9.914,12.016
303.91,1.305,-0.266,-2.221,-2.245,-7.933,-10.025,9.69,12.418
304.12,1.537,-0.456,-1.878,-1.612,-7.783,-9.996,10.042,12.384
304.32,1.408,-0.545,-1.5,-1.459,-7.503,-9.735,10.76,12.53
304.53,1.357,-0.275,-1.098,-1.166,-8.452,-10.288,10.273,12.677
304.74,1.347,-0.809,-1.209,-1.566,-8.674,-10.107,9.775,12.175
304.95,1.548,-1.003,-1.216,-1.432,-8.624,-9.899,9.251,12.07
305.15,1.062,-1.272,-1.41,-1.394,-8.592,-9.368,9.64,11.629
305.36,0.989,-1.406,-1.353,-0.858,-8.656,-9.882,9.625,11.724
305.57,0.643,-1.512,-1.187,-0.647,-8.437,-9.986,9.496,11.797
305.77,0.54,-0.901,-1.126,-1,-9.356,-10.118,10.103,11.236
305.98,0.916,-1.097,-0.997,-1.107,-9.175,-9.627,10.334,11.492
306.19,1.341,-1.056,-1.215,-1.207,-9.208,-9.6,10.513,11.817
306.39,0.796,-0.654,-1.545,-1.229,-9.287,-9.745,10.541,11.467
306.6,0.878,0.045,-1.638,-1.228,-8.719,-9.442,10.194,11.379
306.81,0.56,-0.155,-0.936,-1.137,-7.91,-8.801,9.835,11.676
307.01,0.483,-0.069,-1.142,-1.679,-8.195,-8.338,9.502,11.597
307.22,0.889,0.217,-1.264,-1.665,-7.796,-8.206,9.137,11.958
307.43,0.508,0.068,-1.223,-1.686,-7.607,-7.513,8.678,11.501
307.63,1.063,0.282,-1.736,-2.301,-7.54,-7.752,8.894,12.027
307.84,1.138,0.251,-1.621,-2.243,-7.096,-7.347,8.284,12.498
308.05,0.793,0.397,-1.723,-2.425,-6.569,-7.325,8.162,12.282
308.25,1.238,0.788,-1.648,-2.023,-6.8,-7.802,7.753,12.086
308.46,1.194,0.706,-1.765,-2.447,-6.906,-8.211,7.412,12.037
308.67,1.076,1.122,-1.678,-2.66,-6.583,-8.058,7.452,12.368
308.88,1.275,1.211,-2.241,-2.895,-6.5,-7.483,7.731,12.436
309.08,1.371,1.401,-2.289,-2.892,-6.305,-7.498,8.362,12.224
309.29,1.112,1.855,-1.991,-2.973,-6.633,-7.886,8.619,12.038
309.5,1.376,1.652,-1.75,-2.865,-7.017,-8.586,9.09,12.305
309.7,1.983,1.912,-1.664,-2.902,-6.918,-8.226,8.763,12.185
309.91,2.242,1.891,-1.618,-2.973,-7.473,-8.36,8.846,12.331
310.12,1.956,1.667,-1.904,-2.885,-7.044,-8.408,8.076,12.426
310.32,1.532,1.952,-2.271,-2.674,-6.916,-8.487,8.313,11.9
310.53,1.535,1.908,-2.187,-3.019,-6.63,-8.9,7.756,11.642
310.74,1.73,2.048,-2.148,-2.852,-6.49,-9.107,8.102,11.798
310.94,1.557,1.693,-2.004,-2.588,-7.247,-9.562,8.006,11.94
311.15,1.821,1.73,-2.521,-2.898,-7.516,-9.739,7.944,11.756
311.36,1.317,1.126,-2.474,-2.58,-7.176,-9.462,7.907,11.506
311.56,0.794,0.958,-2.389,-1.875,-7.047,-9.058,7.432,11.369
311.77,1.116,1.496,-2.221,-1.747,-7.239,-9.012,7.564,11.7
311.98,1.015,1.489,-1.899,-1.423,-7.083,-8.778,8.091,11.293
312.18,1.058,2.028,-1.453,-1.127,-7.141,-8.712,8.773,10.999
312.39,1.458,2.354,-1.458,-1.17,-7.172,-8.145,8.627,10.886
312.59,1.057,1.894,-1.425,-0.85,-7.438,-8.127,8.564,10.818
312.8,0.96,1.995,-1.457,-0.433,-7.46,-7.171,8.664,10.867
313.01,1.102,1.613,-1.534,-0.155,-7.687,-6.796,8.691,10.027
313.21,0.632,1.529,-1.132,-0.019,-6.956,-6.146,9.245,9.74
313.42,0.671,1.797,-1.292,0.428,-7.084,-6.064,9.051,9.77
313.63,0.633,1.214,-1.522,0.795,-6.656,-5.315,8.836,9.87
313.83,1.008,1.826,-1.626,0.714,-6.202,-4.018,8.31,10.57
314.04,0.557,1.994,-2.079,0.681,-6.127,-3.845,8.554,10.259
314.25,0.556,1.991,-2.393,0.654,-5.822,-3.269,8.577,9.805
314.45,0.789,2.11,-2.068,1.396,-6.216,-3.191,9.181,9.499
314.66,1.02,2.32,-1.917,1.588,-6.599,-3.197,8.91,10.147
314.87,0.876,2.568,-1.76,2.016,-6.909,-2.577,9.738,9.479
315.07,0.851,2.825,-1.646,2.236,-6.709,-1.331,10.141,9.24
315.28,0.993,3.288,-1.275,2.52,-6.407,-0.618,10.72,8.76
315.49,1.242,4.486,-1.19,3.242,-6.173,0.273,10.853,9.097
315.69,1.486,4.977,-1.251,3.354,-5.949,0.956,10.515,9.188
315.9,1.827,5.356,-1.285,3.166,-5.603,1.377,11.071,9.329
316.11,1.817,5.546,-1.519,3.581,-5.677,2.118,11.426,9.543
316.31,1.81,5.711,-1.566,4.292,-5.692,2.538,11.213,9.57
316.52,1.765,5.352,-1.881,4.627,-5.262,3.447,10.708,9.094
316.72,1.69,5.514,-1.933,5.051,-4.706,3.819,10.904,8.948
316.93,2.003,6.29,-1.843,5.198,-4.129,4.563,11.413,8.85
317.14,2.32,6.645,-1.846,5.066,-3.826,5.394,11.564,9.02
317.34,2.322,7.418,-1.79,5.336,-4.264,5.46,11.418,9.451
317.55,2.227,7.544,-1.54,5.866,-4.64,5.168,11.184,9.705
317.76,2.679,7.934,-1.224,6.416,-4.722,5.928,11.322,10.459
317.96,2.81,8.732,-1.186,7.251,-4.8,6.291,11.169,10.351
318.17,2.351,8.997,-0.894,8.223,-5.248,6.278,11.06,9.841
318.38,2.454,9.497,-0.439,9.122,-5.409,7.371,11.015,9.399
318.58,2.395,10.242,-0.769,9.338,-4.812,7.864,10.746,9.752
318.79,2.238,11.109,-0.583,9.57,-3.892,9.021,10.075,10.471
318.99,2.527,11.695,-0.252,10.633,-3.151,10.221,10.639,10.855
319.2,3.188,12.942,-0.3,11.348,-2.244,11.383,10.192,11.067
319.41,3.951,13.523,0.067,11.996,-2.145,11.78,9.307,10.778
319.61,4.394,14.176,0.57,12.966,-1.259,12.786,8.893,10.677
319.82,4.646,14.421,0.674,13.16,-1.039,13.134,8.592,10.356
320.03,4.741,15.32,1.094,13.813,-1.08,13.986,9.108,9.931
320.23,4.889,16.013,1.255,14.39,-0.702,14.805,8.921,9.802
320.44,5.314,16.783,1.815,15.25,0.254,15.625,8.582,9.682
320.64,5.378,17.485,2.014,15.442,1.4,17.076,8.326,9.5
320.85,5.761,18.348,2.008,15.861,1.633,18.114,8.33,9.621
321.06,6.064,19.095,2.662,17.025,1.678,19.448,7.618,9.625
321.26,6.233,19.856,2.677,18.047,2.068,20.482,7.663,9.512
321.47,6.16,21.021,3.166,19.241,2.768,21.178,7.693,9.621
321.68,6.29,21.18,3.226,20.128,3.865,22.333,7.486,9.499
321.88,6.9,21.753,3.269,21.11,4.45,23.786,7.759,9.478
322.09,6.823,22.308,3.564,21.986,5.332,24.888,7.695,9.239
322.29,6.871,22.651,3.923,22.434,6.012,26.24,7.842,9.496
322.5,7.178,22.894,3.945,22.848,7.182,27.44,8,9.389
322.71,7.203,23.722,4.004,23.153,7.966,28.753,8.303,9.858
322.91,7.184,24.197,4.872,24.556,8.744,30.024,8.73,10.075
323.12,7.63,24.824,4.674,24.939,9.114,30.797,9.053,10.052
323.32,7.384,25.373,4.921,25.147,9.597,31.572,8.786,9.13
323.53,7.787,25.517,5.459,25.381,10.096,32.677,9.268,9.058
323.74,7.716,26.405,5.882,26.113,10.779,33.691,9.629,9.144
323.94,7.702,26.768,5.566,26.725,10.58,34.749,9.905,9.293
324.15,7.797,27.401,6.13,27.652,11.041,35.465,10.184,9.648
324.36,8.118,27.789,6.535,28.235,11.678,36.036,10.021,10.102
324.56,8.577,28.494,6.525,28.664,11.848,36.834,9.989,10.281
324.77,8.592,28.764,6.592,28.673,11.733,37.497,9.905,9.974
